FROM_STATION,TO_STATION,FLOW
益田站,大剧院站,412
福民站,侨城北站,45
湾厦站,黄木岗站,14
灵芝站,桃源村站,121
燕南站,鲤鱼门站,8
燕南站,龙城广场站,5
益田站,大芬站,366
福民站,兴东站,50
灵芝站,上沙站,106
爱联站,长岭陂站,20
石厦站,后瑞站,32
福田口岸站,东角头站,51
湾厦站,笋岗站,13
福民站,六约站,27
石厦站,后海站,225
灵芝站,农林站,94
益田站,大新站,116
福田口岸站,世界之窗站,171
燕南站,龙华站,184
爱联站,车公庙站,162
湾厦站,红岭北站,15
福田口岸站,临海站,1
爱联站,草埔站,267
燕南站,华强路站,14
灵芝站,皇岗村站,37
石厦站,国贸站,270
益田站,太安站,108
福民站,华侨城站,50
湾厦站,红树湾南站,4
爱联站,长龙站,122
灵芝站,沙尾站,181
益田站,大运站,132
丹竹头站,下梅林站,37
前海湾站,洪浪北站,31
湖贝站,机场站,112
华新站,大学城站,30
兴东站,爱联站,21
前海湾站,永湖站,4
六约站,福民站,25
华新站,大剧院站,142
侨香站,翠竹站,101
华侨城站,景田站,56
五和站,黄木岗站,113
华强北站,少年宫站,97
丹竹头站,梅景站,66
兴东站,燕南站,16
会展中心站,五和站,888
上塘站,香蜜湖站,92
上塘站,香梅北站,27
会展中心站,丹竹头站,353
会展中心站,临海站,3
上塘站,草埔站,55
上塘站,长龙站,76
会展中心站,湖贝站,255
会展中心站,东角头站,107
上塘站,长岭陂站,34
会展中心站,世界之窗站,637
上塘站,车公庙站,595
会展中心站,下水径站,213
上塘站,赤湾站,12
会展中心站,上水径站,158
上塘站,购物公园站,183
会展中心站,上梅林站,1362
上塘站,西乡站,55
会展中心站,上塘站,837
上塘站,西丽站,203
侨香站,上塘站,55
会展中心站,塘坑站,121
下水径站,西丽站,357
上塘站,赤尾站,71
侨城北站,会展中心站,44
上水径站,香蜜站,3
上梅林站,珠光站,62
侨城东站,南联站,27
侨城东站,侨城北站,17
侨城北站,上水径站,20
会展中心站,吉祥站,105
上水径站,购物公园站,79
上梅林站,鲤鱼门站,58
上塘站,桃源村站,16
上梅林站,黄贝岭站,224
会展中心站,通新岭站,70
侨城东站,侨香站,10
侨城北站,下水径站,47
上水径站,赤湾站,6
上塘站,深云站,8
上水径站,西丽站,382
侨城东站,会展中心站,300
会展中心站,南联站,102
侨城北站,上塘站,42
上塘站,珠光站,42
上梅林站,香蜜站,37
上水径站,西乡站,50
上梅林站,高新园站,307
侨城北站,上梅林站,83
上塘站,龙井站,37
会展中心站,双龙站,145
侨城东站,前海湾站,13
会展中心站,固戍站,318
侨城北站,湖贝站,98
上梅林站,龙胜站,1515
上塘站,沙尾站,122
上水径站,长龙站,286
上塘站,皇岗村站,27
上梅林站,华强路站,284
侨城东站,华侨城站,225
会展中心站,国贸站,918
上水径站,草埔站,51
上水径站,车公庙站,222
侨城北站,世界之窗站,683
会展中心站,后海站,288
上梅林站,龙华站,1335
上塘站,农林站,42
侨城东站,六约站,162
会展中心站,后瑞站,143
侨城北站,东角头站,148
上水径站,长岭陂站,93
上梅林站,龙城广场站,53
上塘站,上沙站,65
侨城东站,兴东站,21
上梅林站,西丽湖站,25
上塘站,皇岗口岸站,49
会展中心站,坂田站,368
侨城东站,华强北站,10
侨城北站,丹竹头站,48
上水径站,香梅北站,13
会展中心站,坪洲站,526
侨城东站,华新站,30
上梅林站,茶光站,34
侨城北站,五和站,131
上水径站,香蜜湖站,14
侨城东站,上塘站,49
上梅林站,西丽站,231
上塘站,香蜜站,10
上塘站,高新园站,311
会展中心站,侨城东站,275
上梅林站,西乡站,39
侨城东站,上梅林站,68
会展中心站,侨城北站,30
上梅林站,购物公园站,301
上塘站,鲤鱼门站,28
侨城东站,上水径站,15
上梅林站,赤湾站,10
会展中心站,侨香站,128
上塘站,黄贝岭站,85
侨城东站,下水径站,23
会展中心站,六约站,151
上塘站,龙华站,1198
上梅林站,车公庙站,809
侨城东站,世界之窗站,514
会展中心站,兴东站,99
上塘站,龙城广场站,24
侨城东站,东角头站,52
上梅林站,长岭陂站,16
上梅林站,长龙站,225
上塘站,龙胜站,392
侨城东站,湖贝站,37
会展中心站,前海湾站,16
侨城东站,临海站,1
上塘站,华强路站,436
会展中心站,华侨城站,162
上梅林站,草埔站,76
会展中心站,华强北站,128
侨城东站,丹竹头站,116
上梅林站,香梅北站,56
上塘站,西丽湖站,9
上梅林站,香蜜湖站,29
会展中心站,华新站,140
上塘站,茶光站,30
侨城东站,五和站,42
下水径站,桃源村站,32
会展中心站,景田站,441
侨城北站,大剧院站,156
兴东站,上水径站,158
世界之窗站,鲤鱼门站,179
上梅林站,梅景站,854
侨城东站,少年宫站,103
东角头站,购物公园站,105
上水径站,黄木岗站,48
上塘站,向西村站,33
侨香站,吉祥站,23
六约站,侨城北站,16
上水径站,华强南站,57
世界之窗站,高新园站,1451
上梅林站,香梅站,283
临海站,市民中心站,2
下水径站,科学馆站,215
五和站,后瑞站,199
湖贝站,杨美站,433
东角头站,海月站,561
丹竹头站,大芬站,705
世界之窗站,留仙洞站,33
上水径站,荷坳站,28
临海站,岗厦站,4
丹竹头站,大新站,78
五和站,后海站,488
东角头站,海上世界站,615
下水径站,福田站,251
世界之窗站,田贝站,65
上水径站,老街站,150
湖贝站,机场东站,12
上水径站,罗湖站,70
丹竹头站,塘朗站,113
世界之窗站,灵芝站,140
下水径站,石厦站,116
湖贝站,晒布站,12
五和站,双龙站,293
临海站,宝安中心站,19
东角头站,水贝站,17
临海站,宝华站,9
上水径站,红树湾站,6
东角头站,水湾站,311
五和站,南联站,203
丹竹头站,塘坑站,605
湖贝站,新秀站,493
世界之窗站,湾厦站,221
下水径站,益田站,143
临海站,宝体站,2
下水径站,百鸽笼站,1028
五和站,华新站,197
世界之窗站,清湖站,231
丹竹头站,坪洲站,69
东角头站,民治站,44
上水径站,红岭站,39
湖贝站,新安站,15
上梅林站,蛇口港站,22
丹竹头站,坂田站,358
上水径站,红山站,57
世界之窗站,深康站,434
湖贝站,怡景站,309
五和站,华强北站,809
东角头站,民乐站,43
下水径站,白石龙站,61
上梅林站,莲花西站,103
临海站,安托山站,2
上梅林站,莲花村站,70
湖贝站,布心站,344
世界之窗站,深大站,908
丹竹头站,国贸站,1027
下水径站,白石洲站,20
东角头站,横岗站,17
上水径站,竹子林站,32
临海站,太安站,1
五和站,华侨城站,48
临海站,大运站,1
下水径站,登良站,41
五和站,前海湾站,81
上梅林站,莲花北站,507
东角头站,桃园站,117
湖贝站,布吉站,420
上水径站,科苑站,109
世界之窗站,深圳北站,378
丹竹头站,固戍站,76
丹竹头站,后瑞站,32
湖贝站,市民中心站,288
五和站,兴东站,1133
世界之窗站,海月站,536
下水径站,留仙洞站,154
上水径站,科学馆站,83
东角头站,杨美站,26
上梅林站,荷坳站,29
丹竹头站,后海站,253
五和站,六约站,222
上梅林站,老街站,291
下水径站,田贝站,541
湖贝站,岗厦站,193
上水径站,福田站,166
世界之窗站,海上世界站,373
东角头站,机场东站,17
临海站,大新站,10
五和站,侨香站,52
东角头站,木棉湾站,22
湖贝站,岗厦北站,408
丹竹头站,通新岭站,359
上水径站,福田口岸站,51
下水径站,爱联站,96
上梅林站,翻身站,146
世界之窗站,洪浪北站,75
临海站,大学城站,7
临海站,大剧院站,1
湖贝站,少年宫站,61
东角头站,景田站,147
上水径站,福民站,58
上梅林站,翠竹站,124
丹竹头站,吉祥站,461
下水径站,燕南站,374
五和站,侨城北站,129
世界之窗站,永湖站,19
临海站,塘朗站,1
上梅林站,罗湖站,76
东角头站,晒布站,14
丹竹头站,双龙站,835
下水径站,灵芝站,143
五和站,侨城东站,49
世界之窗站,水贝站,31
湖贝站,宝安中心站,23
上水径站,石厦站,38
五和站,会展中心站,822
世界之窗站,水湾站,491
湖贝站,宝华站,9
上水径站,益田站,53
丹竹头站,南联站,559
东角头站,新秀站,34
上梅林站,红树湾站,14
下水径站,湾厦站,13
临海站,塘坑站,3
临海站,坂田站,3
丹竹头站,华强北站,487
下水径站,深康站,6
湖贝站,安托山站,25
东角头站,怡景站,23
五和站,丹竹头站,565
上梅林站,红山站,921
上塘站,莲花西站,57
世界之窗站,民乐站,119
上水径站,白石龙站,47
临海站,坪洲站,2
上水径站,百鸽笼站,305
上梅林站,红岭站,367
丹竹头站,华新站,1173
世界之窗站,民治站,103
下水径站,清湖站,230
东角头站,新安站,23
上塘站,蛇口港站,14
湖贝站,宝体站,16
丹竹头站,侨城东站,163
下水径站,水贝站,211
上塘站,罗湖站,73
五和站,上梅林站,655
上水径站,灵芝站,160
上梅林站,石厦站,366
世界之窗站,晒布站,95
湖贝站,塘朗站,51
东角头站,宝安中心站,53
五和站,上塘站,352
上梅林站,益田站,201
世界之窗站,新秀站,108
碧头站,龙城广场站,9
桥头站,杨美站,37
机场站,后瑞站,39
碧头站,龙胜站,6
桥头站,桃园站,191
人民南站,银湖站,129
福永站,布吉站,93
文锦站,沙尾站,15
碧海湾站,前海湾站,69
鹿丹村站,后亭站,2
向西村站,洪湖站,16
宝安站,湖贝站,48
松岗站,长龙站,31
机场站,固戍站,51
文锦站,珠光站,3
碧头站,香蜜站,1
人民南站,下沙站,80
碧海湾站,会展中心站,252
松岗站,西丽站,85
机场站,南联站,30
向西村站,赤尾站,23
桥头站,新秀站,17
福永站,宝华站,84
宝安站,上塘站,1
机场北站,塘朗站,2
文锦站,龙井站,4
松岗站,西乡站,30
人民南站,香梅站,31
福永站,宝安中心站,86
鹿丹村站,人民南站,324
宝安站,上梅林站,58
碧头站,高新园站,64
碧海湾站,侨城东站,34
机场站,双龙站,106
桥头站,晒布站,14
向西村站,华强南站,12
机场北站,大剧院站,1
鹿丹村站,向西村站,303
碧海湾站,侨城北站,53
人民南站,梅景站,169
向西村站,黄木岗站,47
桥头站,景田站,93
宝安站,上水径站,3
福永站,少年宫站,54
碧头站,鲤鱼门站,70
松岗站,购物公园站,36
机场站,吉祥站,19
文锦站,桃源村站,5
向西村站,红树湾南站,1
鹿丹村站,沙井站,4
机场站,国贸站,193
松岗站,草埔站,14
人民南站,泥岗站,409
福永站,布心站,11
碧头站,华强路站,46
碧海湾站,华侨城站,25
文锦站,皇岗村站,4
桥头站,横岗站,24
向西村站,深湾站,2
松岗站,香梅北站,7
人民南站,园岭站,439
碧海湾站,华强北站,194
碧头站,西丽湖站,6
福永站,怡景站,24
桥头站,民乐站,15
文锦站,皇岗口岸站,17
机场站,坂田站,107
宝安站,丹竹头站,13
碧头站,茶光站,4
向西村站,深圳湾公园站,57
人民南站,红岭南站,212
宝安站,五和站,13
福永站,新安站,108
碧海湾站,华新站,78
桥头站,民治站,92
机场站,坪洲站,96
松岗站,香蜜湖站,28
机场北站,竹子林站,2
马安山站,皇岗村站,7
机场站,白石洲站,125
松岗站,沙井站,828
碧海湾站,深大站,496
塘尾站,华强路站,69
南山站,布心站,55
沙井站,红树湾南站,52
宝安站,横岗站,8
福永站,莲花村站,43
后亭站,泥岗站,6
碧头站,南山站,175
松岗站,后亭站,295
机场站,登良站,71
南山站,布吉站,236
宝安站,桃园站,37
碧海湾站,深圳北站,173
福永站,莲花北站,24
马安山站,沙尾站,46
塘尾站,龙胜站,19
沙井站,洪湖站,5
塘尾站,龙城广场站,2
福永站,荷坳站,13
后亭站,孖岭站,7
马安山站,上沙站,39
碧头站,宝安站,143
碧海湾站,海月站,142
南山站,市民中心站,228
机场站,留仙洞站,79
沙井站,笋岗站,33
宝安站,杨美站,12
宝安站,机场东站,5
机场站,田贝站,62
福永站,老街站,169
松岗站,碧头站,250
南山站,岗厦站,272
碧头站,碧海湾站,334
碧海湾站,海上世界站,131
沙井站,红岭北站,38
塘尾站,龙华站,30
马安山站,农林站,12
后亭站,梅村站,3
南山站,新安站,145
松岗站,塘尾站,439
沙井站,深圳湾公园站,78
机场站,百鸽笼站,41
碧海湾站,清湖站,49
福永站,蛇口港站,40
宝安站,民治站,24
后亭站,红岭南站,1
塘尾站,茶光站,5
马安山站,皇岗口岸站,6
沙井站,深湾站,3
松岗站,马安山站,376
南山站,怡景站,59
福永站,莲花西站,44
塘尾站,西丽湖站,6
碧海湾站,深康站,1
机场站,白石龙站,53
宝安站,民乐站,3
后亭站,园岭站,7
宝安站,水湾站,105
碧海湾站,湾厦站,73
机场站,益田站,92
松岗站,桥头站,458
机场北站,红树湾站,2
南山站,新秀站,108
马安山站,赤尾站,14
沙井站,下沙站,132
塘尾站,珠光站,15
塘尾站,深云站,2
碧海湾站,爱联站,12
南山站,木棉湾站,168
机场站,福田口岸站,170
松岗站,机场站,331
宝安站,洪浪北站,19
沙井站,下梅林站,17
鲤鱼门站,世界之窗站,148
购物公园站,车公庙站,1235
西丽站,农林站,304
香蜜站,后海站,66
高新园站,六约站,121
购物公园站,西乡站,280
香蜜站,双龙站,8
高新园站,侨城东站,396
西丽站,龙井站,514
西乡站,高新园站,3085
鲤鱼门站,上梅林站,71
高新园站,侨城北站,275
西乡站,鲤鱼门站,274
西丽站,桃源村站,722
鲤鱼门站,上水径站,19
香蜜站,吉祥站,4
西乡站,华强路站,364
购物公园站,草埔站,210
高新园站,华侨城站,512
西丽站,皇岗村站,78
香蜜站,国贸站,24
鲤鱼门站,临海站,10
高新园站,华强北站,40
购物公园站,香梅北站,95
西丽站,皇岗口岸站,66
鲤鱼门站,丹竹头站,28
西乡站,西丽湖站,33
香蜜站,坂田站,9
购物公园站,长岭陂站,4
西丽站,上沙站,303
高新园站,兴东站,338
鲤鱼门站,东角头站,46
西乡站,龙城广场站,14
香蜜站,后瑞站,2
购物公园站,长龙站,124
高新园站,前海湾站,46
西丽站,沙尾站,485
西乡站,龙胜站,89
鲤鱼门站,湖贝站,19
香蜜站,固戍站,10
香蜜站,塘朗站,2
黄贝岭站,上梅林站,203
购物公园站,高新园站,787
西丽站,华强南站,176
鲤鱼门站,侨城东站,237
高新园站,双龙站,111
西乡站,龙井站,46
赤湾站,西乡站,5
香蜜站,塘坑站,3
鲤鱼门站,会展中心站,165
高新园站,南联站,101
西丽站,赤尾站,105
黄贝岭站,上塘站,107
西乡站,珠光站,98
赤湾站,西丽站,26
购物公园站,香蜜站,44
购物公园站,鲤鱼门站,256
赤湾站,购物公园站,21
鲤鱼门站,侨城北站,61
西乡站,桃源村站,38
香蜜站,大剧院站,195
黄贝岭站,上水径站,318
西丽站,黄木岗站,72
高新园站,吉祥站,63
鲤鱼门站,侨香站,38
黄贝岭站,下水径站,893
购物公园站,黄贝岭站,396
高新园站,通新岭站,74
西丽站,八卦岭站,85
西乡站,深云站,13
香蜜站,大学城站,10
鲤鱼门站,六约站,79
赤湾站,车公庙站,32
黄贝岭站,世界之窗站,345
高新园站,后海站,421
购物公园站,龙华站,362
香蜜站,大新站,25
西乡站,农林站,9
西丽站,红岭北站,90
购物公园站,龙城广场站,116
高新园站,后瑞站,895
黄贝岭站,东角头站,114
鲤鱼门站,兴东站,194
西丽站,笋岗站,78
西乡站,上沙站,22
香蜜站,大芬站,11
香蜜站,大运站,2
高新园站,固戍站,4419
购物公园站,龙胜站,315
黄贝岭站,湖贝站,547
西乡站,沙尾站,49
赤湾站,长龙站,5
鲤鱼门站,前海湾站,57
西丽站,洪湖站,37
赤湾站,草埔站,3
鲤鱼门站,华侨城站,61
高新园站,国贸站,526
购物公园站,华强路站,1177
香蜜站,太安站,20
西乡站,皇岗村站,10
西丽站,红树湾南站,7
黄贝岭站,临海站,1
西丽站,深湾站,7
赤湾站,香梅北站,6
购物公园站,西丽湖站,67
高新园站,坂田站,278
黄贝岭站,丹竹头站,401
香蜜站,安托山站,21
西乡站,皇岗口岸站,13
鲤鱼门站,华强北站,18
高新园站,坪洲站,6504
黄贝岭站,五和站,898
西丽站,深圳湾公园站,120
赤湾站,香蜜湖站,6
购物公园站,茶光站,114
鲤鱼门站,华新站,25
香蜜站,宝体站,7
香蜜站,宝华站,4
鲤鱼门站,南联站,6
高新园站,塘坑站,138
购物公园站,珠光站,151
龙华站,上塘站,1112
西丽站,下沙站,371
黄贝岭站,会展中心站,515
车公庙站,西丽站,1326
西乡站,赤尾站,15
赤湾站,香蜜站,5
香蜜站,少年宫站,33
龙华站,上水径站,94
鲤鱼门站,吉祥站,8
西丽站,梅景站,74
高新园站,大剧院站,984
车公庙站,购物公园站,1206
黄贝岭站,侨城北站,176
购物公园站,桃源村站,188
西乡站,黄木岗站,6
赤湾站,鲤鱼门站,19
西乡站,华强南站,2
龙华站,上梅林站,1434
车公庙站,西乡站,426
黄贝岭站,侨城东站,61
高新园站,塘朗站,96
购物公园站,龙井站,83
西丽站,香梅站,94
赤湾站,高新园站,55
鲤鱼门站,双龙站,33
香蜜站,宝安中心站,14
香梅北站,香蜜湖站,5
长岭陂站,深圳湾公园站,2
华强路站,华新站,7
龙城广场站,宝体站,8
赤湾站,塘尾站,6
龙胜站,香蜜站,26
上沙站,南联站,26
农林站,塘坑站,18
深云站,宝华站,3
深云站,宝体站,7
龙井站,民治站,191
珠光站,清湖站,127
沙尾站,五和站,236
上沙站,华新站,297
龙胜站,香蜜湖站,115
黄贝岭站,深圳湾公园站,72
桃源村站,新安站,14
农林站,坪洲站,29
高新园站,塘尾站,227
龙城广场站,茶光站,6
龙城广场站,西丽湖站,1
鲤鱼门站,园岭站,12
龙井站,民乐站,21
龙华站,皇岗口岸站,87
上沙站,华强北站,832
桃源村站,怡景站,24
高新园站,马安山站,299
沙尾站,丹竹头站,154
深云站,安托山站,35
农林站,坂田站,65
珠光站,深康站,21
龙胜站,香梅北站,63
黄贝岭站,深湾站,7
高新园站,沙井站,365
农林站,国贸站,56
龙华站,皇岗村站,66
龙城广场站,华强路站,109
桃源村站,布心站,13
龙胜站,草埔站,109
深云站,太安站,14
珠光站,深大站,74
黄贝岭站,红树湾南站,16
鲤鱼门站,泥岗站,23
上沙站,华侨城站,45
沙尾站,临海站,4
龙井站,横岗站,18
深云站,大运站,2
香蜜站,南山站,26
龙胜站,长龙站,129
珠光站,深圳北站,289
沙尾站,湖贝站,125
桃源村站,布吉站,46
龙华站,沙尾站,265
黄贝岭站,洪湖站,64
高新园站,后亭站,125
农林站,固戍站,27
龙城广场站,龙胜站,41
上沙站,前海湾站,16
龙井站,桃园站,16
鲤鱼门站,银湖站,9
香蜜站,宝安站,2
高新园站,松岗站,233
龙华站,上沙站,125
桃源村站,市民中心站,105
珠光站,海月站,44
龙胜站,长岭陂站,120
沙尾站,东角头站,63
上沙站,兴东站,119
龙井站,杨美站,44
黄贝岭站,笋岗站,261
农林站,后瑞站,14
鲤鱼门站,孖岭站,28
深云站,大芬站,10
龙井站,机场东站,15
龙城广场站,龙华站,89
沙尾站,世界之窗站,180
龙胜站,车公庙站,1022
龙华站,农林站,72
农林站,后海站,115
桃源村站,岗厦站,105
上沙站,六约站,40
黄贝岭站,红岭北站,148
珠光站,海上世界站,62
深云站,大新站,11
高新园站,碧头站,50
鲤鱼门站,梅村站,22
香蜜站,碧海湾站,8
深圳湾公园站,科苑站,18
深圳湾公园站,竹子林站,42
深湾站,莲花村站,1
深湾站,莲花西站,1
深圳湾公园站,红山站,69
深圳湾公园站,红岭站,68
深圳湾公园站,益田站,45
深湾站,罗湖站,9
深圳湾公园站,石厦站,93
深湾站,翠竹站,1
深圳湾公园站,福民站,157
深圳湾公园站,福田口岸站,45
深湾站,翻身站,5
深湾站,老街站,10
深圳湾公园站,福田站,50
深圳湾公园站,科学馆站,63
深圳湾公园站,蛇口港站,8
深圳湾公园站,莲花村站,8
深圳湾公园站,莲花西站,28
深圳湾公园站,罗湖站,52
深圳湾公园站,翠竹站,19
深圳湾公园站,荷坳站,11
深圳湾公园站,莲花北站,20
深圳湾公园站,翻身站,52
深圳湾公园站,老街站,280
深湾站,白石龙站,3
洪湖站,莲花西站,18
红树湾南站,红山站,5
深圳湾公园站,深康站,10
深圳湾公园站,清湖站,158
洪湖站,蛇口港站,4
红树湾南站,红岭站,8
红树湾南站,福田站,112
洪湖站,老街站,117
深圳湾公园站,海上世界站,50
深圳湾公园站,海月站,35
洪湖站,荷坳站,19
红树湾南站,科学馆站,7
洪湖站,莲花北站,5
深圳湾公园站,深圳北站,129
深湾站,白石洲站,4
红树湾南站,竹子林站,9
洪湖站,莲花村站,31
深圳湾公园站,深大站,29
深湾站,湾厦站,3
深圳湾公园站,水湾站,28
红树湾南站,益田站,18
洪湖站,红树湾站,2
深湾站,灵芝站,3
红树湾南站,石厦站,21
洪湖站,罗湖站,59
深圳湾公园站,水贝站,6
洪湖站,翠竹站,91
红树湾南站,福民站,11
深圳湾公园站,永湖站,6
深湾站,燕南站,3
洪湖站,翻身站,12
深圳湾公园站,洪浪北站,31
红树湾南站,福田口岸站,5
红树湾南站,蛇口港站,1
深湾站,红岭站,6
深圳湾公园站,百鸽笼站,25
深湾站,竹子林站,9
深圳湾公园站,白石洲站,55
红树湾南站,莲花村站,11
红树湾南站,莲花西站,1
深圳湾公园站,白石龙站,153
深湾站,红山站,4
深湾站,科学馆站,1
深圳湾公园站,留仙洞站,27
深湾站,科苑站,2
红树湾南站,莲花北站,4
黄木岗站,向西村站,56
洪湖站,鲤鱼门站,3
梅村站,大剧院站,36
泥岗站,上水径站,15
下沙站,燕南站,79
红树湾南站,购物公园站,16
香梅站,水贝站,4
红树湾南站,西乡站,5
银湖站,侨城东站,4
红岭北站,华强南站,320
黄木岗站,人民南站,25
梅景站,晒布站,47
泥岗站,上梅林站,446
下沙站,灵芝站,174
下梅林站,宝安中心站,23
孖岭站,双龙站,33
八卦岭站,香梅站,25
华强南站,福永站,20
笋岗站,龙井站,46
梅村站,塘朗站,11
洪湖站,高新园站,19
孖岭站,前海湾站,1
赤尾站,南山站,78
红岭北站,沙尾站,249
八卦岭站,洪湖站,115
下沙站,深圳北站,372
黄木岗站,银湖站,62
香梅站,桃园站,30
笋岗站,龙胜站,115
洪湖站,长龙站,122
梅景站,布吉站,83
梅村站,固戍站,41
银湖站,湖贝站,6
华强南站,后亭站,13
下梅林站,大运站,18
笋岗站,华强路站,4
八卦岭站,红树湾南站,5
华强南站,沙井站,28
下沙站,深大站,436
黄木岗站,泥岗站,298
梅景站,布心站,34
红岭北站,皇岗村站,77
下梅林站,太安站,90
梅村站,国贸站,29
孖岭站,华侨城站,18
洪湖站,草埔站,25
银湖站,临海站,1
香梅站,横岗站,12
八卦岭站,深湾站,2
香梅站,民乐站,100
下沙站,深康站,42
黄木岗站,园岭站,161
红岭北站,皇岗口岸站,97
梅景站,怡景站,32
孖岭站,华强北站,147
梅村站,坂田站,36
华强南站,马安山站,16
银湖站,丹竹头站,30
下梅林站,安托山站,17
洪湖站,香梅北站,6
笋岗站,西丽湖站,16
黄木岗站,红岭南站,65
下沙站,清湖站,462
孖岭站,华新站,63
梅村站,坪洲站,24
八卦岭站,深圳湾公园站,18
笋岗站,茶光站,45
银湖站,五和站,20
香梅站,民治站,43
下梅林站,宝体站,10
华强南站,塘尾站,6
梅景站,新安站,12
洪湖站,香蜜湖站,4
红岭北站,桃源村站,40
香梅站,景田站,344
华强南站,向西村站,18
八卦岭站,黄木岗站,261
下梅林站,大剧院站,104
笋岗站,鲤鱼门站,23
梅村站,吉祥站,14
梅景站,少年宫站,63
黄木岗站,梅景站,74
洪湖站,购物公园站,46
银湖站,上水径站,16
孖岭站,侨城北站,29
下沙站,永湖站,13
洪湖站,赤湾站,1
下沙站,洪浪北站,119
香梅站,木棉湾站,12
笋岗站,黄贝岭站,265
银湖站,下水径站,25
梅村站,通新岭站,74
黄木岗站,下梅林站,77
梅景站,岗厦北站,189
孖岭站,侨香站,51
红岭北站,深云站,15
华强南站,文锦站,15
赤尾站,机场站,31
下梅林站,大学城站,14
华强南站,碧头站,5
梅村站,后海站,186
下沙站,海上世界站,63
红岭北站,农林站,108
孖岭站,六约站,31
洪湖站,车公庙站,137
梅景站,岗厦站,139
赤尾站,碧海湾站,32
下梅林站,大新站,34
黄木岗站,梅村站,60
八卦岭站,红岭北站,82
银湖站,世界之窗站,23
笋岗站,龙华站,127
香梅站,机场东站,6
银湖站,东角头站,7
洪湖站,长岭陂站,8
红岭北站,上沙站,177
梅景站,市民中心站,124
八卦岭站,笋岗站,301
下沙站,海月站,88
黄木岗站,孖岭站,48
下梅林站,大芬站,53
华强南站,松岗站,18
香梅站,杨美站,14
赤尾站,宝安站,11
笋岗站,龙城广场站,62
孖岭站,兴东站,20
梅村站,后瑞站,12
红岭北站,后亭站,9
下梅林站,深圳北站,235
八卦岭站,南山站,116
香梅站,科苑站,49
梅景站,登良站,78
银湖站,大运站,8
孖岭站,布吉站,75
园岭站,前海湾站,13
梅村站,桃园站,59
下沙站,莲花北站,56
红树湾南站,沙尾站,19
深圳湾公园站,长龙站,44
笋岗站,银湖站,48
深湾站,龙胜站,6
泥岗站,固戍站,11
深湾站,龙城广场站,1
红岭南站,东角头站,4
下梅林站,海月站,55
园岭站,兴东站,21
洪湖站,笋岗站,324
梅景站,留仙洞站,20
孖岭站,市民中心站,59
八卦岭站,宝安站,34
银湖站,大芬站,23
笋岗站,孖岭站,89
香梅站,科学馆站,21
梅村站,杨美站,30
泥岗站,银湖站,159
孖岭站,南山站,68
园岭站,洪湖站,46
松岗站,深圳北站,324
沙井站,布吉站,94
后亭站,桃园站,65
银湖站,后亭站,1
红岭南站,沙尾站,28
碧头站,登良站,20
文锦站,科苑站,1
塘尾站,固戍站,37
马安山站,大运站,5
向西村站,蛇口港站,11
碧头站,百鸽笼站,7
塘尾站,坪洲站,42
文锦站,红岭站,149
园岭站,深圳湾公园站,67
泥岗站,红岭南站,683
沙井站,新安站,124
后亭站,民治站,52
马安山站,宝体站,36
松岗站,清湖站,69
银湖站,塘尾站,2
向西村站,莲花西站,5
泥岗站,园岭站,648
塘尾站,坂田站,22
银湖站,马安山站,3
后亭站,民乐站,4
碧头站,白石龙站,9
文锦站,红山站,11
园岭站,深湾站,8
沙井站,怡景站,7
红岭南站,皇岗口岸站,2
马安山站,安托山站,5
泥岗站,鹿丹村站,153
沙井站,新秀站,61
园岭站,下沙站,297
碧头站,益田站,25
红岭南站,赤尾站,8
马安山站,宝华站,46
塘尾站,塘坑站,18
后亭站,水湾站,34
银湖站,桥头站,7
松岗站,湾厦站,27
红岭南站,华强南站,6
泥岗站,人民南站,403
园岭站,香梅站,89
碧头站,石厦站,19
松岗站,灵芝站,167
塘尾站,塘朗站,48
马安山站,宝安中心站,72
文锦站,罗湖站,8
后亭站,水贝站,8
沙井站,晒布站,30
银湖站,福永站,10
红岭南站,黄木岗站,58
泥岗站,向西村站,265
沙井站,景田站,131
马安山站,少年宫站,62
园岭站,梅景站,224
塘尾站,大剧院站,44
文锦站,翠竹站,9
后亭站,永湖站,6
松岗站,燕南站,22
碧头站,福民站,13
文锦站,翻身站,2
松岗站,爱联站,18
泥岗站,文锦站,231
园岭站,下梅林站,280
红岭南站,八卦岭站,87
银湖站,机场站,17
马安山站,岗厦北站,24
后亭站,洪浪北站,65
塘尾站,大学城站,49
沙井站,木棉湾站,36
碧头站,福田口岸站,57
泥岗站,碧头站,3
沙井站,机场东站,4
马安山站,岗厦站,58
红岭南站,红岭北站,603
园岭站,梅村站,205
碧头站,福田站,145
文锦站,老街站,25
塘尾站,大新站,110
银湖站,碧海湾站,14
松岗站,田贝站,28
后亭站,海上世界站,25
马安山站,市民中心站,32
松岗站,留仙洞站,39
园岭站,孖岭站,222
红岭南站,笋岗站,197
后亭站,海月站,21
沙井站,杨美站,46
塘尾站,大芬站,18
泥岗站,松岗站,16
碧头站,科学馆站,34
银湖站,宝安站,2
文锦站,荷坳站,3
塘尾站,大运站,13
沙井站,桃园站,181
园岭站,银湖站,221
银湖站,南山站,47
松岗站,登良站,58
马安山站,布吉站,44
红岭南站,洪湖站,46
碧头站,科苑站,34
后亭站,深圳北站,229
